youID,title,pub_date,video_description,channel_name,channelID
nHpd59U3EP0,MEDIACOM PC TABLET W 912 3 G - UNBOXING RECENSIONE - TABLET MEDIACOM,2015-09-29T04:32:36.000Z,"Bel prodotto di Mediacom: valido sostituto (mini) del Surface di un tablet e, perché no?, di un pc. Voto 10: rapporto qualità prezzo imbattibile, struttura Intel, win ...",L'elettronica che non Ti serve.,UCwAc1xz473BuxGyZYt1-iRg
0AeeTkMb83U,Recensione adattatore USB Tablet Asus TF101.mp4,2012-02-15T23:49:01.000Z,Adattatore USB Tablet Asus TF101 pregi e difetti www.tecnoandroid.it.,Tecnoandroid,UCYb8RgHm9ew-wJzGr8_3agQ
OPIDrKKgC0s,Huawei MateBook 2 in 1 la recensione,2016-08-22T15:55:19.000Z,"Articolo http://andreagaleazzi.com/recensione/huawei-matebook-2-in-1-recensione/ Più che 2 in 1 l'ho ribattezzato 1,5 in 1. Parte tablet davvero buona ma la ...",andreagaleazzi.com,UC5yXB_ThsufRJYMRlzIGoeQ
Q9nycKp_wN0,"Tastiera Bluetooth AUKEY in alluminio, ideale per Smartphone, tablet e PC. | Recensione",2017-10-04T15:53:46.000Z,Acquistala su amazon! http://amzn.to/2y5tEO1 --------------------------------------CONTINUA A LEGGERE!------------------------------------ Mi serviva una tastiera bluetooth ...,Diego Cervia,UC3swGo1EBi-0ex_P6l4nceg
0KZW9JRwWlE,"RECENSIONE Xiaomi Mi Pad 3: bello, economico ma immaturo",2017-05-02T10:26:07.000Z,"Xiaomi ha presentato da poco il nuovo Mi Pad 3, tablet economico con una buona scheda tecnica è un design accattivante. Protagonista il bel display da 7.9 ...",HDblog,UCdufkvMrmyR1TMhDG8PhsJw
jSzu3nQ0GjE,RECENSIONE TABLET PER BAMBINI IRULU BabyPad 5 (fatta dalla piccola Benedetta),2018-01-27T16:59:04.000Z,Quale miglior tester potevamo trovare per un tablet per bambini se non proprio una bambina? Benedetta ed il papà Matteo testano a 4 mani il tablet IRULU ...,Tecnoandroid,UCYb8RgHm9ew-wJzGr8_3agQ
OoWfMdHJlVI,Mattiarockgod - Recensione Tablet Acer Iconia One 10,2018-03-23T23:18:46.000Z,"Dopo 3 mesi di utilizzo, Mattiarockgod è pronto per darvi le sue impressioni generali sul suo acquisto tecnologico più recente, ossia un tablet di marca Acer, ...",mattiarockgod,UCvaCCv7Fn3ACxKfCJOtqefQ
2CEqFlQR2TY,Recensione iFive Mini 4S - Tablet economico con schermo Retina,2018-02-27T12:35:31.000Z,Potete acquistare l'iFive Mini 4S su Gearbest a questo indirizzo: https://www.gearbest.com/tablet-pcs/pp_602714.html?wid=11&lkid=13211765 Non dimenticate ...,Otakuma,UCWXS3bzHJb7GdyliMeZpKKg
2R8-ynKB7Sg,Recensione Teclast P80 Pro,2018-07-03T06:07:24.000Z,"https://notebookitalia.it/recensione-teclast-p80-pro-27179 Recensione di uno dei pochi tablet Android rimasti, Teclast P80 Pro Compra Teclast P80 Pro 2+32GB ...",Notebook Italia,UCeCP4thOAK6TyqrAEwwIG2Q
v7hJVz7NyQ0,"Recensione NUOVO iPad PRO 10.5"" e confronto VECCHIO PRO 9.7""",2017-06-21T12:00:07.000Z,"Potrei concludere la recensione in poche righe: un ottimo prodotto. Sprecato per fruire solamente dei contenuti multimediali, perfetto per crearli. Ma non lo ...",andreagaleazzi.com,UC5yXB_ThsufRJYMRlzIGoeQ
wAbpZWKkx4w,"Samsung Galaxy View, recensione in italiano",2016-01-20T09:30:00.000Z,Leggi sul sito: http://www.androidworld.it/recensioni/samsung-galaxy-view/ Ci trovi su: http://www.androidworld.it * ISCRIVITI ANCHE AGLI ALTRI CANALI ...,AndroidWorld.it,UCohqjDGw0sKlUha-eV1J0hQ
eS_9a4WIm6w,"Recensione degli occhiali anti affaticamento per monitor pc, display smartphone e tablet",2016-10-10T18:19:52.000Z,In questo video vediamo insieme i pro e i contro di questi occhiali Cyxus anti affaticamento della vista che ho acquistato su amazon al seguente link ...,TopTech,UCO3xXCGGcQnW7mM84DkYuzw
hdQFRpZkkn0,Recensione Tablet pc portatile ibrido con windows - Mediacom winpad W911 3G,2016-02-20T13:06:23.000Z,In questo vidoe vediamo insieme le caratteristiche tecniche . le specifich e ei dettagli di un dispositivo inbrido Tablet / pc con tastiera e windows 8.1 aggiornabile ...,TopTech,UCO3xXCGGcQnW7mM84DkYuzw
B2Kcqm-eRR4,"TechMaki: Video Recensione Acer Iconia A3 ( Tablet 10.1"")",2013-11-16T23:07:27.000Z,Dopo avervi mostrato l'unboxing che potete rivedere al link qui sotto ora vi proponiamo la nostra video recensione del nuovo tablet Android ( Jelly bean 4.2 ) di ...,Francesco Colonna,UCEop02yW_GCUng2xV2aO3IQ
gKmi7XxhTjs,Recensione Acer Iconia Talk S (Talk Tab 7) - ITA - Tablet con funzioni vocali e 4G - MobileOS.it,2015-05-22T16:19:58.000Z,Recensione Acer Iconia Talk S (Talk Tab 7) - ITA - Tablet con funzioni vocali e 4G - By Mauro - http://www.,Mauro Reviewer,UCrsgQU-ywKt7sohUnuFs7nQ
cRpyBExmEhA,"APPLE IPAD (2018) 6a generazione, il MIGLIORE. Punto. | RECENSIONE",2018-04-13T08:45:00.000Z,LEGGI SUL SITO: http://www.mobileworld.it/recensioni/apple-ipad-2018/ Recensione completa di Apple iPad 6 2018 di sesta generazione. Prova completa del ...,MobileWorld,UCgOYdkRmS8yNW93SLBt0KyQ
awN4H6Ob9Fo,"Tablet AKAI MD9653  9,6 pollici  recensione e scheda tecnica",2018-06-01T21:16:54.000Z,Lo trovi qui --) https://amzn.to/2szpOHp recensione del tablet quadcore Tablet AKAI MD9653 tablet economico dual sim inoltre il Tablet AKAI modello MD9653 è ...,Ubaldo Schiavone,UCPK2Y4kkNNNs2NJoqrD40aw
CzHn1xbliNo,Hannspad 10.1 recensione del tablet Hannspree,2015-02-21T18:32:44.000Z,"Hannspad 10.1 è il tablet di Hannspree, dual sim e 3G. Per ogni domanda oltre al canale Youtube puoi utilizzare il nostro forum http://www.tecnoandroid.it/forum ...",Tecnoandroid,UCYb8RgHm9ew-wJzGr8_3agQ
HT_T366zOsw,La video recensione del Vodafone Tab prime (2016),2016-10-10T09:33:10.000Z,"Pronti a navigare con un tablet sulla rete 4G numero 1 in Italia? Ecco allora il nuovoVodafone Tab prime (2016), un prodotto con rapporto qualità-prezzo ...",Vodafone,UCVntFdX5QkFoNKHLPMRJwqQ
rjbNQYn3I9Q,"TABLET CINESE SOTTO I 100 EURO, RECENSIONE PROVA COMPLETA di questo prodotto",2018-11-29T17:00:13.000Z,tablet #tbletcinesi #prodotticinesi #foto #fotografia video recensione e prova completa di un tablet sotto i cento euro ben fatto ma dalle carattistiche minime link ...,Raffaele Carnevale,UC0MLuS_W2eYxIjedmrlpYMQ
i3ScguediI0,Tablet  Huawei MediaPad M2 10 pollici recensione e caratteristiche tecniche,2018-11-26T14:18:12.000Z,"Lo trovi qui --) https://amzn.to/2P4dvw0 qui trovi quello con 3 gb di ram --) https://amzn.to/2DIKsMK recensione del TAblet Huawei MediaPad M2 10.0"" scheda ...",Ubaldo Schiavone,UCPK2Y4kkNNNs2NJoqrD40aw
dNh05sSeouA,[RECENSIONE] SmarcioTab,2015-01-19T17:08:55.000Z,"Si torna sulla recensioni, si proprio quelle che hanno portato questo canale dove è. Signori godetevi questa perla di tablet perchè di peggio non vedrete.",Alex Giaroli,UCXAFqg3FZa0hWN3mZu8EVmw
50EZJwK7PNw,AMAZON FIRE 7 HD - TABLET RECENSIONE,2016-09-06T22:07:02.000Z,VOTI PIENI Un bel 10. Fantastico.,L'elettronica che non Ti serve.,UCwAc1xz473BuxGyZYt1-iRg
wvMk8GjoK08,Huawei Mediapad T1 10 la recensione di Telefonino.net,2015-07-13T07:48:14.000Z,"Un tablet di fascia media per l'azienda cinese, già presente nei listini degli operatori italiani. Vediamo insieme quali prestazioni è in grado di garantire.",TELEFONINO.NET,UCzBDWY1snLBV8ykf_3mw8Eg
zDJpcDFMr0o,Samsung Galaxy Tab A6 2016 recensione ITA,2016-12-18T12:59:00.000Z,Video recensione del Samsung Galaxy Tab A6 2016 disponibile in due versione solo WIFI o WIFI+LTE (4g) Per acquistarlo: http://amzn.to/2gOG4fM Cover per ...,Boston george,UCv_UaO9QCdbDLgU-iP0r1Dw
WIVNVMSjEAA,Voyo Q101 Tablet low cost - Recensione,2017-07-03T07:17:51.000Z,Recensione del tablet Voyo Q101 acquistato su Gearbest a 89 euro Link per l'acquisto http://www.gearbest.com/tablet-pcs/pp_623365.html?lkid=10927303 Link ...,www.Cinafoniaci.com,UCAmuxK5E1niuHmkgU8ylNTg
2XQu2fLwvOo,Huawei Mediapad M3 recensione ITA da TuttoAndroid,2016-10-12T12:37:02.000Z,"Huawei Mediapad M3 recensione in italiano, da Matteo Virgilio | http://www.TuttoAndroid.net ISCRIVITI AL CANALE: http://goo.gl/kcpUr8 Leggi la recensione ...",TuttoAndroid,UCfzijU5thstIWeAQI4a-jag
0xRx34nSk-c,"Alcatel A3 XL - TABLET KILLER, Vi spiego.... |Recensione|",2017-09-13T07:00:00.000Z,Recensione Alcatel A3 Xl - Vi spiego.... Ecco la recensione REALE e VERITIERA dell'utilizzo di questo terminale in base al mio utilizzo durato ben 15 GG in ogni ...,vincenzosannino.it,UC4f9IY4aOmHhUQrCLoGHhLQ
yb2ruaCdrMM,Recensione tablet (Acer Iconia One 10),2018-05-03T17:06:55.000Z,In questo video faremo una recensione di un table di fascia media vediamo di che cosa si tratta....,Quello che Fa cose,UC33OK3h0TbplHlFBUcTkAdw
VTNufTnHEJg,HP Pavilion X2 10 (2015): la recensione di HDblog.it,2015-08-11T11:14:30.000Z,Recensione su http://hardware.hdblog.it/2015/08/11/hp-pavilion-x2-10-recensione/,HDblog,UCdufkvMrmyR1TMhDG8PhsJw
3etZSj7EZ_Y,"Hannspad, la recensione del tablet di Hannspree [video]",2014-02-10T11:47:52.000Z,L'azienda di Tapei sforna la versione rinnovata del suo tablet. Schermo ottimo ma specifiche al di sotto della media La versione 2013-2014 dell'Hannspad di ...,DataManager,UCAbYzW5rIS_ai511gXhx4Lw
VZZA0Hcr-3o,Tablet per bambini: SuperPaquito - recensione e guida all'uso,2013-03-26T10:00:34.000Z,"Scopri altri giochi per bambini, recensioni e app su http://www.giochibambiniragazzi.it/ Ora è uscito anche Paquito Mini, più potente ed economico ...",GBR - Giochi per Bambini e Ragazzi,UC-fqetpMe8rFuBeQ4bpl3Jw
hL6Fc9jA2ds,La nostra recensione di Samsung Tab 4 8 pollici,2015-05-25T15:13:22.000Z,"In questa guida scopriremo il nuovo Galaxy Tab da 8 pollici, dispositivi veramente interessante. Scoprilo qui! ECCO LA RECENSIONE COMPLETA: ISCRIVITI ...",Help Tecno Blog,UCgLhupCaWIaoE6n8y2tGCHA
PDTRd7Aqd_0,Samsung Galaxy Tab 3 lite 3G (SM-T111) - Recensione in italiano,2014-05-28T12:47:26.000Z,Recensione del Samsung Galaxy Tab 3 7.0 Lite 3G (SM-T111). Il tablet offre un ottimo rapporto qualità-prezzo! Unica mancanza a mio avviso rilevante (ho ...,OnTheCorner,UCNWu-jZmEcV9Ei3WzeGsNVg
yzfSDANg5uA,Nuovo tablet AltroConsumo 2€ // Recensione,2017-02-25T13:24:11.000Z,Offerta tablet (ocio che è cambiata): https://goo.gl/VjTUIT ♢ Canale Telegram: https://telegram.me/AlexGiaroli ♢ Alex su Facebook: ...,Alex Giaroli,UCXAFqg3FZa0hWN3mZu8EVmw
ruA-2d99Sa4,"iPad Pro 10.5, il tablet che manda in pensione il precedente! - RECENSIONE",2017-07-18T12:00:04.000Z,Ringraziamo C&C Consulting per averci fornito l'iPad per la recensione. Leggi la recensione su TEEECH: https://goo.gl/dCGH1j Se il video ti è piaciuto lascia un ...,TEEECH,UCs0v82koRJSjRGO9pIzSA9w
ev_O8WrgXWM,Lenovo Tab3 7 Essential Video Recensione Italiana Tablet,2017-04-25T22:19:35.000Z,Tablet Lenovo 7 pollici 1GB Ram Single Sim con funzione chiamata.,A3MShop Italia,UCtGkyvXxHl2nzeZUp6bxfFA
EWcexjHSAPU,HP Pro Tablet 608 G1 - La Recensione Completa,2016-01-21T20:41:54.000Z,"HP lancia sul mercato un nuovo Tablet dotato di Windows 10 per contrastare l'egemonia Microsoft con la sua serie Surface, riuscirà nell'intento HP? Non vi ...",ilcatta86,UCuotWgnDmM_o3wNS8ZMtwHw
0fUhrnNzc2g,Recensione Galaxy Tab 3 - 7 pollici [ita] - TECNOANDROID,2013-10-28T22:37:24.000Z,Per ogni domanda oltre al canale Youtube potete utilizzare il nostro forum http://www.tecnoandroid.it/forum o la nostra pagina answer ...,Tecnoandroid,UCYb8RgHm9ew-wJzGr8_3agQ
-o-KybFBilg,Recensione Samsung Galaxy Tab 2 7.0 - Review [eng sub],2012-06-26T17:11:15.000Z,Recensione su: http://www.netbooknews.it/video-recensione-samsung-galaxy-tab-2-7-pollici/ Vedi prezzo su Amazon: http://goo.gl/jk6BP8 In prova il tablet 7 ...,Ridble Tecnologia,UCofTR1qz2mAgbsveY1VdlVg
29oq34_0Df8,"Recensione Window N50 (tablet 5 pollici, 90 euro)",2011-12-19T06:53:06.000Z,http://www.netbooknews.it - Test del tablet 5 pollici Window N50. E' un modello economico in vendita sul mercato cinese per poco più di 100 dollari. Articolo ...,Ridble Tecnologia,UCofTR1qz2mAgbsveY1VdlVg
8BKqoOGu7Nw,Unboxing e recensione Tablet AltroConsumo,2015-04-22T21:05:47.000Z,Unboxing e primo utilizzo del Tablet di AltroConsumo in promozione a €2.00 LINK ARTICOLO: ...,Angelo Ruggieri,UCOwIWKl5xB2saxiljvYWu0Q
pno7RxTe1Dk,Philips Hue le lampadine gestibili da smartphone e tablet - Recensione ITA -,2016-01-22T11:44:39.000Z,L'illuminazione diventa personalizzabile con le lampadine wireless Philips Hue. Basta connettere il bridge al router per poi gestirle da smartphone o tablet.,MediaWorld,UCcuPs_nX0qWUza2sTvSNvZQ
zBbi7wErcQ8,"Archos 101 tablet con android, recensione in italiano by AndroidWorld.it",2011-02-19T21:18:30.000Z,Recensione in italiano del tablet Archos 101 con Android.,AndroidWorld.it,UCohqjDGw0sKlUha-eV1J0hQ
ebQd4IEGzko,"Huawei Mediapad M3 Lite, la recensione di Telefonino.net",2018-07-11T08:49:42.000Z,Iscrivetevi al canale: https://www.youtube.com/channel/TELEFONINOpuntoNET?sub_confirmation=1 Visitate anche: Sito Web: http://www.telefonino.net ...,TELEFONINO.NET,UCzBDWY1snLBV8ykf_3mw8Eg
v0ZmosQInZ4,RECENSIONE ASUS ZenPad 3S 10 LTE,2017-10-18T16:00:10.000Z,"Oggi vi proponiamo la nostra recensione dell'ASUS ZenPad 3S 10 LTe, un tablet con ottimi presupposti. Ma scoprite come si è comportato nella nostra ...",GizChina & GizBlog,UCK3apxzVTvP5BIcKSBWMaHA
hK7S2CdNuYI,Tablet Asus MeMo Pad 10 Recensione ITA da AndroidLive.it,2014-01-12T16:39:37.000Z,"Video recensione in italiano per il nuovo Asus Memo Pad 10"". Abbiamo fatto la prova USB Host, test del display da 10"", gestione documenti, fotocamera, giochi ...",Paolo “Shido” Adamo,UCHQKMjBonomN5syic-6q7MA
q_1fwr7Y5_s,WINNOVO MITAB PRO: recensione di un tablet (quasi) tutto da rivedere,2018-04-14T16:00:07.000Z,"Recensione di Winnovo Mitab Pro, tablet cinese economico ma poco performante Scopri il PREZZO MIGLIORE: Fuori produzione ISCRIVITI AL NOSTRO ...",Tecnoandroid,UCYb8RgHm9ew-wJzGr8_3agQ
xGzSlX_piC4,Video recensione Vodafone smart Tab 4G,2014-10-22T10:32:07.000Z,"Ecco a voi Vodafone Smart Tab 4G, il nuovo tablet da 8 pollici a marchio Vodafone pensato per permettere a tutti di sfruttare le prestazioni e i numerosi servizi ...",Vodafone,UCVntFdX5QkFoNKHLPMRJwqQ
KH2Y4bh7yyg,"Recensione Hannspree Hannspad 8 HD 3G, Tablet Android Low Cost",2015-02-10T07:55:03.000Z,Video recensione completa del Tablet Hannspree Hannspad HD 3G da 8 pollici acquistabile a meno di 150 euro. ***LEGGI TUTTO*** Sito ufficiale: ...,pianetacellulare,UCFg9iWO7SCMOMFXAoYPI4HA
TzMzF9rbEhA,[Recensione] Samsung Galaxy Book: come si comporta?,2017-08-19T12:48:19.000Z,"Abbiamo messo le nostre zampacce su Samsung Galaxy Book, il super potente convertibile di Samsung. Ma com'è nell'uso quotidiano? Vale la pena ...",Tech Princess,UCs_ouz-Hdk1vQRofWi3JkDg
dbbR8neV2zI,"[Geek-Blog.it] Recensione Eken M001 mioPad Tablet Android (Genrale,Test Browser,Game Test)",2010-06-08T09:28:03.000Z,[www.geek-blog.it] Abbiamo provato per voi l' Eken m001 un Tablet Android cinese e molto economico. Le sue prestazioni non sono esaltanti. Ma per il suo ...,Geek-Blog,UCUBvJDhM5dOdfK5qzbFfozw
mmkY0pW_lGc,Recensione Alps HD 89 tablet Dual Sim 3G quad core,2013-07-16T17:23:14.000Z,"Midastore ci ha inviato questo Alps HD 89, tablet 7 pollici 3G dual sim dual stand-by fatto veramente bene. Su tecnoandroid trovate la recensione completa.",Tecnoandroid,UCYb8RgHm9ew-wJzGr8_3agQ
KWLyf3e0PhA,Trekstor SurfTab Wintron 7.0 - Recensione completa,2016-03-21T08:18:21.000Z,Articolo completo: http://www.cinafoniaci.com/tablets/trekstor-surftab-wintron-7 Trekstor SurfTab Wintron 7.0 - Recensione completa.,www.Cinafoniaci.com,UCAmuxK5E1niuHmkgU8ylNTg
HpvPteZrUjI,Onda V891W tablet Windows 8.1 recensione,2015-03-01T17:02:06.000Z,"http://notebookitalia.it/recensione-tablet-windows-8-onda-v891w-21341 Recensione del tablet Onda V891W, 8.9"" IPS Retina-like con processore Intel Atom e ...",Notebook Italia,UCeCP4thOAK6TyqrAEwwIG2Q
luClRRdxnr0,Recensione miia tab touch 7,2013-01-06T17:00:50.000Z,Breve recensione del tablet miia touch da 7 pollici.,Raffaele Formicola,UCsz_F2u3KSW_Rfz9ddYdbUQ
dn7UMexAomE,"Huawei MediaPad M2 10, recensione in italiano",2016-08-18T12:26:45.000Z,Leggi la recensione completa di MediaPad M2 10 sul sito: http://www.androidworld.it/recensioni/huawei-mediapad-m2-10/ Ci trovi su: http://www.androidworld.it ...,AndroidWorld.it,UCohqjDGw0sKlUha-eV1J0hQ
Wspclm8OmSo,Huawei Mediapad X2 recensione in italiano by GizChina.it,2015-04-24T07:35:56.000Z,Huawei P10 è il nuovo top di gamma di Huawei. Scoprilo nella nostra recensione! https://www.youtube.com/watch?v=emmnhJsFEZc ...,GizChina & GizBlog,UCK3apxzVTvP5BIcKSBWMaHA
UHAWsEID-qo,Nvidia Shield Tablet K1: la recensione di HDblog.it,2015-11-17T14:13:42.000Z,Recensione su http://android.hdblog.it/2015/11/17/nvidia-shield-tablet-k1-recensione/,HDblog,UCdufkvMrmyR1TMhDG8PhsJw
W2R5Y9bnM0Q,Tablet Wits A81E (Android 2.2) - Recensione,2010-09-03T00:54:20.000Z,"http://www.netbooknews.it - 10 minuti con uno dei migliori tablet low-cost cinesi sul mercato, Wits A81E. Le mie impressioni in video. Articolo completo e galleria ...",Ridble Tecnologia,UCofTR1qz2mAgbsveY1VdlVg
PEuNPNn-XlU,Recensione Nvidia Shield Tablet ita da AppsParadise,2015-05-19T05:29:24.000Z,"Video Recensione dell'Nvidia Shield Tablet, il tablet da gaming dotato del sistema operativo Android col processore Tegra K1 con 192 Core dedicati alla GPU e ...",AppsParadise,UCf5-2VjgJp5Z2zcqgLuhFxQ
JvyQpA28-kI,Recensione Lenovo Yoga Tablet 8,2013-11-22T16:35:06.000Z,Recensione su http://www.eeevolution.it/recensione-lenovo-yoga-tablet-8/ Lenovo Yoga Tablet 8 è un tablet Android con schermo 8 pollici e design innovativo.,Ridble Tecnologia,UCofTR1qz2mAgbsveY1VdlVg
wmstXJHYscM,Amazon Tablet Fire HD 6 recensione • Ridble,2014-10-27T10:11:38.000Z,Recensione Amazon Tablet Fire HD 6: http://www.ridble.com/amazon-tablet-fire-hd-6-recensione/ • Miglior prezzo: ...,Ridble Official,UCMDSCJKld3Ly6JDFfG4VDjQ
6BawuiMGnVY,"Mediacom SmartPad 10.1 S2, recensione in italiano by AndroidWorld.it",2012-11-28T15:59:48.000Z,"Recensione completa in italiano di Mediacom SmartPad 10.1 S2, tablet Jelly Bean italiano. Sito Web: http://www.androidworld.it Vieni a trovarci sui social!",AndroidWorld.it,UCohqjDGw0sKlUha-eV1J0hQ
N3G__sr6GhM,"Huawei Honor T1 Tablet Low Cost, video recensione in Italiano",2015-01-30T13:31:27.000Z,"Video recensione del Tablet Android 8 pollici Honor T1 acquistabile a meno di 130 euro *** LEGGI TUTTO *** Huawei Honor T1: tablet PC low cost, ...",pianetacellulare,UCFg9iWO7SCMOMFXAoYPI4HA
c5pfPcpJpTI,Recensione Tablet LG G pad 8 3 LGV500 AITABK,2013-10-26T17:10:34.000Z,Recensione del Tablet LG - G pad 8.3 LGV500.AITABK - Video dimostrativo. Scopri di più su questo tablet: ...,Voglia di Tech,UCI3V-aB9TwKKRKn-s-9DLzQ
uyJm6ZNhafw,Recensione Lenovo Yoga Tablet - DDay.it,2013-12-17T09:49:07.000Z,In prova il nuovo tablet di Lenovo nella versione con display da 10.1 pollici. Leggi la prova completa su DDay.it. http://www.dday.it.,DDay.it,UCIPMdRKMgCRj9zpxmuvl_EA
5Yk0PFrXqeQ,Samsung Galaxy Tab 8.9 recensione CellulareMagazine.it,2011-11-24T04:27:02.000Z,"Un tablet Android 3.1 con schermo da 8,9 pollici e risoluzione WXGA. Il processore è dual core da 1 GHz (Tegra 2) mentre la fotocamera posteriore è da 3 ...",Cellulare Magazine,UCA_6GI_TB-siLwvUtZztVuA
EJjNZS-_NO8,Tablet PC Google Android - Video Recensione,2010-08-06T23:44:57.000Z,La recensione del Tablet PC con sistema operativo Android acquistabile sul sito www.electrevolution.it La recensione completa e dettagliata del prodotto è ...,fildil,UCKTRuSVeqyAf-uFd1rh5A3w
3ZXxz2HIC44,Lenovo Yoga Tablet 8 recensione ita da EsperienzaMobile,2013-12-24T10:32:31.000Z,http://www.amazon.it?_encoding=UTF8&tag=esperien-21.,EsperienzaMobile,UC-JhtRAktnXIG5APQ_Yumpw
kRPkfYSF518,"Samsung Galaxy Tab S 8.4, video recensione completa",2014-10-06T07:00:02.000Z,"Video recensione completa del nuovo Samsung Galaxy Tab S 8.4, Tablet Android con display Super Amoled. ***LEGGI TUTTO*** Scheda tecnica: ...",pianetacellulare,UCFg9iWO7SCMOMFXAoYPI4HA
S9b5QsJ4fvE,Recensione Acer Iconia Tab A100 [eng sub] Review,2011-09-30T02:49:15.000Z,http://www.netbooknews.it - E' il primo tablet 7 pollici con Android Honeycomb 3.2. In Italia per 299€. Recensione completa su: ...,Ridble Tecnologia,UCofTR1qz2mAgbsveY1VdlVg
SXlLITqNaqQ,"Tablet Altroconsumo 2017, per 2€ non è male! Recensione By PHONE FIXER",2017-10-16T16:00:41.000Z,"Siete interessati al servizio offerto da Altroconsumo? Bene, non lasciatevi scappare questo Tablet allora! LINK ALTROCONSUMO: ...",Phone Fixer Italia,UCAMnihJCvgtHJatLn2PQ2_g
_iEvFWB79yY,Microtech E-Tab Pro | Recensione,2016-11-23T18:10:45.000Z,Recensione Scritta: http://www.lupokkio.it/2016/11/microtech-e-tab-pro-recensione Canale Telegram: https://telegram.me/lupokkioTech Cercami anche ...,Lupokkio,UCU0oBb6xtkmKUeCZYtbA0Fg
FbvuzRsxTNI,Clempad clementoni recensione video tablet android bambini,2012-12-08T16:07:00.000Z,Donazioni :-D https://streamlabs.com/hardwareprogrammi ...,Hardware-Programmi.com,UCOChEV8DfVBlrsfQrae4n3A
R6TaLv_NJNM,Acer Switch Alpha 12 recensione,2016-08-17T09:00:00.000Z,"Articolo http://andreagaleazzi.com/recensione/acer-switch-alpha-12-la-recensione/ Mi è arrivato al mare, l'ho provato un bel po', ho montato parecchi video ed ...",andreagaleazzi.com,UC5yXB_ThsufRJYMRlzIGoeQ
HFi_CZ4F7vY,Recensione Mediacom ipro 810 Android tablet,2014-12-29T13:11:54.000Z,Videorecensione tablet Android ipro 810 Mediacom.,willtwomarc willtwomarc,UCQWGJUd-Wzdje9PIAEwZkrQ
y3fciYkR6LI,Recensione Tablet Mediacom Smart Pad iPro W810,2015-05-23T12:03:30.000Z,Recensione su Tablet Mediacom Smart Pad iPro W810. Potete acquistarlo qui: ...,TecnoUser.net,UCcEq61Z89X536M2o5mpIHUg
pup4uEGZiZ0,Recensione Tablet Qlive Q.3004 Italiana,2014-11-08T15:29:03.000Z,"Prima video recensione scusatemi per eventuali errori o omissioni! Se vuoi supportarmi senza alcun costo: metti mi piace, commenta, condividi e metti il video ...",acciaio,UCrS5w1bdLAqf1jnbNI2T_bg
eyCO7b3xDSY,Recensione Tablet (Touchtab) 276 Majestic 7'',2014-12-26T18:59:24.000Z,"Prima recensione del nostro canale , il tablet Majestic è buono il prezzo si aggira sui 100 €, il tablet è buono per qualità-prezzo e lo consigliamo !!!Se il video vi è ...",HD R3c3nsion,UCUsWuVGc6peEar4WZurf8og
NHTPRV-7fHU,"Acer Iconia W4, Tablet Windows 8.1, Video recensione",2014-07-18T07:00:01.000Z,Acer Iconia W4 è un Tablet Windows Phone 8.1 da 8 pollici disponibile anche nella versione 3G. ***LEGGI TUTTO*** Scheda tecnica: ...,pianetacellulare,UCFg9iWO7SCMOMFXAoYPI4HA
R0sRISByXJ4,Samsung Galaxy Tab 10.1: recensione in anteprima,2011-07-27T09:40:23.000Z,La presentazione e recensione del tablet Samsung Galaxy Tab 10.1 effettuata dalla redazione di Tecnozoom (http://www.tecnozoom.it) in anteprima con ...,tecnozoom,UCk4Gw7hjRZIfzTPk__AsEoQ
BjhB7OANcUY,Elekin Supporto Smartphone Tablet Ultra Stabile Regolabile Amazon recensione review,2017-01-13T15:04:42.000Z,"Elekin Supporto Smartphone Tablet Ultra Stabile Regolabile Comodo questo supporto per smartphone e tablet, per lavoro o per guardare video a letto, ...",Testiamo Noi,UClmG3o1QKpwqLPw9n1_gZVw
M466WdVdpfc,Video Recensione Samsung Galaxy Tab e confronto con Apple iPad,2010-11-16T17:16:15.000Z,"Video Recensione del primo tablet Android di Samsung, conosciuto con il nome di GalaxyTab. Display da 7 pollici con risoluzione 1024x600, android 2,2 froyo ...",Diego Cervia,UC3swGo1EBi-0ex_P6l4nceg
X3RPEI1Q5pE,Recensione Acer Iconia Tab A510 - Review [eng sub],2012-05-22T16:20:36.000Z,Dopo aver guardato il video leggi gli aggiornamenti su http://www.netbooknews.it/video-recensione-acer-iconia-tab-a510/ In prova il tablet Acer con Nvidia ...,Ridble Tecnologia,UCofTR1qz2mAgbsveY1VdlVg
eF3R-in-4Qo,Tablet Mio Tab Lisciani Piccolo Genio per bambini: recensione - 1 parte,2013-12-02T13:32:31.000Z,"Recensione del nuovo tablet per bambini dai 5 ai 10 anni Mio Tab Piccolo Genio della Lisciani. Ispirato al principio della ""ludattica"" (imparare giocando) è il ...",GBR - Giochi per Bambini e Ragazzi,UC-fqetpMe8rFuBeQ4bpl3Jw
YEbU2AJASqI,Nvidia Shield Tablet  - recensione in italiano,2015-02-11T20:05:20.000Z,"Nvidia Shield Tablet, la recensione in italiano del tablet per i videogiocatori.",Tecnoandroid,UCYb8RgHm9ew-wJzGr8_3agQ
EAot4qul54U,Recensione supporto da poggiatesta per Tablet e Nintendo Switch by AUKEY,2017-12-11T17:25:16.000Z,Acquistalo subito su amazon! http://amzn.to/2BbXH7G --------------------------------------CONTINUA A LEGGERE!------------------------------------ Oggi vi parlo di un ...,Diego Cervia,UC3swGo1EBi-0ex_P6l4nceg
